Name,Ingredients,Procedure,Nutrition_Facts
pork-and-cabbage-stir-fry,"['4 oz  pork tenderloin , thinly sliced (or other lean cuts)', '2 teaspoons Shaoxing wine', '1/4 teaspoon grated ginger', '1 teaspoon dark soy sauce', '1 teaspoon cornstarch', '1 tablespoon light soy sauce', '1/2 teaspoon dark soy sauce', '1/2 teaspoon sugar', '1 teaspoon cornstarch', '2 tablespoons peanut oil , divided (or vegetable oil)', '2 cloves garlic , sliced', '1/2 thumb ginger , julienned', '1/4 head (12 oz) regular cabbage (or 1/2 head Taiwanese flat cabbage) , sliced to bite-size pieces (yield about 4 cups once cut)  (*Footnote 1)']","['Add the pork and the rest of the marinating ingredients into a medium-size bowl. Mix thoroughly with your hands to coat evenly. Let marinate for 10 to 15 minutes while preparing the rest of the ingredients.', 'Mix the sauce ingredients together in a small bowl.', 'Add the 1 teaspoon cornstarch into a small bowl with 1 tablespoon of water. Stir to mix well.', 'Heat 1 tablespoon of the oil in a large skillet or wok over medium high heat until hot. Add the pork with minimal overlapping. Let cook for 1 minute without touching, or until the bottom is lightly charred. Flip to cook the other side until the pork is just cooked through. Transfer to a plate and set aside.', 'Add the remaining 1 tablespoon of oil, garlic and ginger. Stir a few times to release the fragrance.', 'Add the cabbage. Stir and cook until the cabbage just begins to turn tender, 3 minutes or so. If the cabbage starts to char too quickly, turn to medium heat.', 'Pour in the sauce and stir a few times to mix well. Add back the pork. Stir to mix everything together. Stir the cornstarch slurry again and pour into the pan. Cook and stir until the sauce thickens.', 'Turn to low heat and carefully try the cabbage. Adjust seasoning by adding a pinch of salt if needed. Transfer everything to a plate and serve hot as a main dish.']","['Serving: 1serving', 'Calories: 195kcal', 'Carbohydrates: 10.2g', 'Protein: 18.3g', 'Fat: 9.1g', 'Saturated Fat: 1.9g', 'Cholesterol: 47mg', 'Sodium: 413mg', 'Potassium: 440mg', 'Fiber: 2.3g', 'Sugar: 4.2g', 'Calcium: 43mg', 'Iron: 1mg']"
ginger-beef,"['1 lb 450 g flank steak', '1 egg , beaten', '1 tablespoon finely grated ginger', '1/2 teaspoon baking soda', '1/2 teaspoon kosher salt', '1/3 cup chicken stock (or beef stock)', '2 tablespoons Shaoxing wine', '2 tablespoons light soy sauce', '1 teaspoon dark soy sauce', '2 tablespoons Chinkiang vinegar', '3 tablespoons sugar', '1 teaspoon Chinese red chili pepper flakes', '1 tablespoon cornstarch', '1/3 cup cornstarch', '1/3 cup peanut oil (or vegetable oil)', '3 green onions , sliced on the bias, white and green part separated', '2 cloves garlic , thinly sliced', '1 thumb ginger , julinned', '1 red pepper , sliced', '2 baby bok choy , sliced into bite-size pieces', '1 teaspoon toasted sesame seeds  (for garnish)']","['Halve the flank steak lengthwise into two big pieces, then slice against the grain into 1/4” (4-cm) thick pieces.', 'Beat the egg in a medium-sized bowl. Add the sliced beef, ginger, baking soda and salt. Mix well and let marinate for 20 minutes while preparing the other ingredients.', 'Combine the sauce ingredients in a medium bowl and mix well.', 'When you’re ready to cook, add the 1/3 cup cornstarch to the marinated beef, 1 tablespoon at a time. Stir to coat the beef, until it forms an uneven coating with a little dry cornstarch left unattached.', 'Heat 2 tablespoons of oil in a wok (or 24” skillet) over medium-high heat until it shimmers. Cook in batches, add the beef and spread it into a single layer in the skillet. Cook without touching the beef for 3 minutes, or until the bottom has browned. Flip to brown the other side, 2 minutes or so. Transfer the beef to a big plate and repeat with the rest of the beef. Once all the beef is cooked, remove the pan from the stove. Let cool for 2 to 3 minutes. (*Footnote 2)', 'Place the pan back onto the stove and turn to medium heat. Add 1 tablespoon of oil.', 'Add the green onion, ginger, and garlic. Stir a few times to release the fragrance.', 'Add the bell pepper and baby bok choy. Turn to medium high heat. Stir and cook for 1 minute.', 'Stir the sauce again to dissolve the cornstarch completely. Pour into the pan. Stir and cook until it thickens (*Footnote 3). Add back the beef pieces. Stir to coat the beef with sauce.', 'Transfer everything to a plate immediately and garnish with roasted sesame seeds. Serve hot over steamed rice as a main dish.']","['Serving: 4g', 'Calories: 304kcal', 'Carbohydrates: 27g', 'Protein: 4g', 'Fat: 20g', 'Saturated Fat: 4g', 'Polyunsaturated Fat: 6g', 'Monounsaturated Fat: 9g', 'Trans Fat: 0.01g', 'Cholesterol: 42mg', 'Sodium: 898mg', 'Potassium: 152mg', 'Fiber: 2g', 'Sugar: 12g', 'Vitamin A: 3596IU', 'Vitamin C: 66mg', 'Calcium: 83mg', 'Iron: 1mg']"
chinese-egg-drop-soup,"['4 cups chicken broth', '2 green onions , sliced, white and green parts separated', '2 slices ginger', '2 tablespoons cornstarch (*Footnote 1)', '1 teaspoon chicken bouillon powder , or 3/4 teaspoon salt (*Footnote 2)', '1/4 teaspoon white pepper powder', '1/8 teaspoon turmeric powder , for the yellow color (Optional)', '2 to 3 large eggs , beaten (*Footnote 3)', '2 teaspoons sesame oil']","['Combine the chicken broth, the white part of the green onion and ginger in a small pot. Cook over high heat until brought to a boil. Turn to low heat and let the soup reduce to a simmer.', 'Combine cornstarch, chicken bouillon, sea salt, white pepper, turmeric, and 2 tablespoons of water in a small bowl. Whisk until cornstarch is completely dissolved. Swirl into the soup and mix well with a spatula. Stir and cook until the soup thickens.', 'To add eggs, make sure the soup is simmering. (*Footnote 4) Hold a fork (or two chopsticks slightly apart) across the top of a small bowl, drizzle the egg mixture in 3 batches into the soup, where no egg strands have formed. Let the eggs sit for at least 10 to 20 seconds to make sure they have cooked, then stir gently to break up the egg to the desired sized pieces. Then keep drizzling and breaking up the rest of the egg mixture. (*Footnote 5)', 'Turn off the heat. Drizzle sesame oil and sprinkle with the green part of the green onion. Serve hot.']","['Serving: 1serving', 'Calories: 52kcal', 'Carbohydrates: 6g', 'Protein: 2g', 'Fat: 3g', 'Saturated Fat: 0.3g', 'Polyunsaturated Fat: 1g', 'Monounsaturated Fat: 1g', 'Cholesterol: 5mg', 'Sodium: 857mg', 'Potassium: 67mg', 'Fiber: 0.2g', 'Sugar: 1g', 'Vitamin A: 65IU', 'Vitamin C: 1mg', 'Calcium: 15mg', 'Iron: 0.3mg']"
kung-pao-cauliflower,"['1 head  cauliflower , cored and cut into 1.5"" (4-cm) florets', '2 tablespoons vegetable oil , and extra oil spray, if needed', '1/2 teaspoon kosher salt', '1/4 cup chicken broth', '3 tablespoons distilled vinegar', '2 tablespoons Shaoxing wine', '2 tablespoons light soy sauce', '1 tablespoon Chinese chili oil', '1 teaspoon dark soy sauce', '2 tablespoons sugar', '2 teaspoons cornstarch', '1 tablespoon vegetable oil', '1/2 teaspoon ground Sichuan peppercorns', '4 dried Chinese chili peppers , halved crosswise and seeds removed', '1 tablespoon minced ginger', '4 cloves garlic , minced', '1 bell pepper , cut into 1” (2.5 cm) pieces', '4 green onions , cut into 1/2” (1-cm) long pieces', '1/2 cup roasted peanuts']","['Preheat the oven to 450ºF (230ºC). Line a baking sheet with parchment paper.', 'Add the cauliflower into a big bowl. Add the 2 tablespoons of oil and salt. Toss to coat well. Transfer to the lined baking sheet, arrange the cauliflower to face the cut side down. Roast for 20 minutes. Flip the cauliflower. Keep roasting for another 10 to 12 minutes until the cauliflower is fully cooked through and the surface has browned. If the cauliflower looks dry during roasting, you can add extra oil spray to keep the cauliflower roasting well.', 'Mix all the sauce ingredients in a medium bowl.', 'When the cauliflower is roasted, remove the baking sheet from the oven. Transfer the cauliflowers into a big plate. ', 'Heat the 1 tablespoon oil in a wok over medium heat until shimmering. Add the ground Sichuan peppercorns, dried chili peppers, ginger, and garlic. Cook until very fragrant, 30 seconds to 1 minute.', 'Add the pepper and green onion. Stir and cook for 1 minute, or up to 2 minutes if you prefer the pepper to taste more tender.', 'Stir the sauce again until the cornstarch is dissolved completely, pour into the skillet. Cook and stir until the sauce thickens.', 'Add back the cauliflower and peanuts. Toss everything together until mixed well. Transfer to a large serving plate and serve hot.']","['Serving: 1serving', 'Calories: 426kcal', 'Carbohydrates: 25.3g', 'Protein: 9.2g', 'Fat: 37.1g', 'Saturated Fat: 5.8g', 'Sodium: 941mg', 'Potassium: 718mg', 'Fiber: 6.1g', 'Sugar: 12.6g', 'Calcium: 71mg', 'Iron: 2mg']"
beef-lo-mein,"['8 oz  flank steak , cut against the grain into 1/4” (4 cm) thick slices', '8 oz  fresh lo mein noodles (or 6 oz / 170 g dried lo mein / chow mein noodles)', '1 teaspoon Shaoxing wine (or dry sherry)', '1/2 teaspoon dark soy sauce', '1 teaspoon cornstarch', '1 tablespoon light soy sauce (or soy sauce)', '1/2 tablespoon dark soy sauce', '1/2 tablespoon oyster sauce', '2 teaspoons sugar', '1/2 teaspoon sesame oil', '3 tablespoons peanut oil , divided', '2 cloves garlic , minced', '4 green onions , sliced into 1” (2 cm) pieces, greens and whites separated', '1/2 large carrot , cut into matchsticks', '5 pieces napa cabbage leaves , chopped', '1/2 cup bean sprouts']","['Combine the steak with the marinade ingredients in a medium-sized bowl. Mix until well coated and marinate for 15 minutes.', 'Mix the sauce ingredients in a small bowl until the sugar is dissolved.', 'Cook the noodles according to package instructions. Rinse under running cold water to stop cooking. Drain and toss with a drizzle of sesame oil to prevent sticking.', 'Add 1 tablespoon of oil to a large skillet and heat over high heat until hot. Spread the marinated steak without overlapping. Cook without disturbing until the bottom turns golden brown, 1 minute or so. Flip to cook the other side until browned but the inside is still a bit pink. Transfer the beef to a big plate and set aside.', 'Reduce the heat to medium-high and add 1 tablespoon of oil. Add the garlic. Stir a few times to release the fragrance, about 30 seconds.', 'Add the white part of the green onion, onions, carrots, and cabbage. Stir fry until the cabbage begins to wilt, 2 to 3 minutes.', 'Add the noodles and drizzle the remaining 1 tablespoon oil on top. Toss the noodles a few times to mix with the oil.', 'Pour in the sauce and toss everything together.', 'Add back the cooked steak and toss again, until the sauce is fully absorbed.', 'Add the bean sprouts and green onion greens. Stir a few times until the bean sprouts are just wilted but remain crispy. Transfer everything to serving plates and serve hot.']","['Serving: 1serving', 'Calories: 291kcal', 'Carbohydrates: 21.9g', 'Protein: 16.4g', 'Fat: 15.6g', 'Saturated Fat: 3.5g', 'Cholesterol: 40mg', 'Sodium: 400mg', 'Potassium: 339mg', 'Fiber: 1.6g', 'Sugar: 3.7g', 'Calcium: 49mg', 'Iron: 2mg']"
egg-fried-rice,"['2 tablespoons peanut oil (or vegetable oil)', '4 eggs , beaten ', '3 cups cooked white rice (day-old rice works best)', '1/2 teaspoon salt (or to taste, and a pinch of chicken bouillon if preferred)', '4 green onions , sliced', '1 teaspoon toasted sesame oil (Optional)']","['Add oil to a large skillet and heat over medium-high heat until smoking. Pour in the beaten eggs. Wait until the bottom of the eggs is set. Lightly scramble the eggs until mostly set but some parts are still runny.', 'Add the rice on top of the runny egg. Use your spatula to chop the rice to separate it into small pieces, so some of the rice is coated with egg. Keep stirring and chopping the rice until the rice is well separated. ', 'Sprinkle with salt and add the green onion. Keep cooking and stir occasionally, until the rice turns slightly golden and crispy, 2 to 3 minutes. Taste the rice. Adjust seasoning by adding more salt (or a touch of chicken bouillon or MSG), if needed. You can leave the rice in the pan for a couple more minutes after turning off the stove, so the rice gets even crispier.', '(Optional) If you used a neutral oil like vegetable oil, add toasted sesame oil after turning off the heat. Stir to mix again.', 'Transfer everything to a plate and serve hot as a side dish or a light main dish.']","['Serving: 1serving', 'Calories: 296kcal', 'Carbohydrates: 38.4g', 'Protein: 9.1g', 'Fat: 11.5g', 'Saturated Fat: 2.6g', 'Cholesterol: 164mg', 'Sodium: 357mg', 'Potassium: 154mg', 'Fiber: 1g', 'Sugar: 0.8g', 'Calcium: 47mg', 'Iron: 3mg']"
honey-garlic-pork-chops,"['1 lb bone-in thin cut pork chops , about 4 pork chops (*Footnote 1)', '1/4 teaspoon garlic powder', '1/2 teaspoon salt', '1 tablespoon Shaoxing wine (or dry sherry)', '1 teaspoon sesame oil', '1 1/2 tablespoons cornstarch', '1 1/2 tablespoons all-purpose flour', '2 tablespoons honey', '1 teaspoon light soy sauce (or soy sauce)', '1 teaspoon Shaoxing wine (or dry sherry)', '1 teaspoon lemon juice (or rice vinegar)', '1/2 teaspoon sesame oil', 'Pinch of white pepper', 'Pinch of black pepper', '2 tablespoons water', '1 cup vegetable oil (or other neutral oil) (*Footnote 2)', '4 cloves garlic , minced (*Footnote 3)', 'Sliced green onion and / or fried garlic , for garnish (Optional)']","['Pound the pork chops with a tenderizer or the back of a heavy knife until 1/4” (1/2 cm) thick. Cut the pounded pork into bite-sized pieces and transfer to a medium-sized bowl.', 'Add all the marinade ingredients except the cornstarch and flour into the bowl with pork chops. Massage in the marinade with your hand. Marinate for 15 to 20 minutes.', 'Combine the sauce ingredients in a small bowl and stir to mix well.', 'Heat the oil in a heavy bottomed skillet until about 350°F (176°C).', 'Meanwhile, add the cornstarch and flour to the bowl with marinated pork chop. Mix until the pork is evenly coated. Add the chops to the preheated oil. Fry until both sides are golden brown, 1 to 2 minutes per side. Remove the cooked pork onto a plate.', 'Turn off the heat. Drain most of the oil from the skillet using a ladle, leaving about 1 tablespoon in the pan.', 'Turn on the heat to medium. Add the garlic. Fry until fragrant and golden, about 1 minute.', 'Pour in the sauce. Cook and stir until it reduces to a thin, syrupy consistency.', 'Add the cooked pork back to the reduced sauce. Stir a few times until it is well coated. Transfer everything to a serving plate. Garnish with sliced green onions and more fried garlic chips, if using.', 'Serve immediately as a main dish.']","['Serving: 1serving', 'Calories: 390kcal', 'Carbohydrates: 16.6g', 'Protein: 18.5g', 'Fat: 27.7g', 'Saturated Fat: 8.4g', 'Cholesterol: 68mg', 'Sodium: 358mg', 'Potassium: 300mg', 'Fiber: 0.2g', 'Sugar: 9.8g', 'Calcium: 30mg', 'Iron: 1mg']"
dan-dan-noodles,"['1/3 cup Chinese sesame paste (or unsweetened natural peanut butter)', '1/3 cup light soy sauce (or soy sauce)', '1/4 cup Chinkiang vinegar', '4 cloves garlic , finely minced', '2 green onion , finely minced', '2 tablespoons honey (or agave syrup)', '1/2 to 1 teaspoon Sichuan peppercorns , toasted and ground (*footnote 2)', '1 tablespoon peanut oil (or vegetable oil)', '1 lb ground pork (*Footnote 3)', '1 tablespoon minced ginger', '2 green onions , chopped', '1 1/2 tablespoons fermented black beans , rinsed and chopped', '1/2 cup Sui Mi Ya Cai (Sichuan preserved mustard greens)', '2 tablespoons Shaoxing wine (or dry sherry)', '1/2 teaspoon sugar', '1/3 cup roasted peanuts , crushed', '14 oz Dan Dan noodles  (or thin wheat noodles)', '1 small batch  leafy green vegetables , roughly chopped (spinach, choy sum, baby bok choy etc.)', 'Homemade chili oil , to taste (*footnote 1)']","['Whisk the sesame paste and light soy sauce together in a bowl until fully incorporated. Add the Chinkiang vinegar. Continue stirring until mixed. Then mix in the garlic, green onion, honey, and Sichuan peppercorns.', 'Heat the oil in a large nonstick skillet over medium-high heat until hot. Add the pork. Cook and stir until the surface is lightly browned. ', 'Turn to medium heat. Add the ginger, green onion, fermented black beans, Sui Mi Ya Cai, cooking wine, and sugar. Cook and chop the pork into small pieces, until all the liquid has evaporated and the pork turns a dark brown color. Transfer to a bowl and set aside.', 'Cook the noodles according to instructions. Once done, transfer the noodles to a colander, rinse with cold running tap water to stop cooking, then drain again and set aside.', 'In the same pot, briefly blanch the leafy green vegetables, drain, and set aside.', 'For each noodle bowl, add 1/4 cup of noodle sauce to each individual serving bowl. Add the chili oil with some flakes according to your taste, from 2 to 4 tablespoons to mimic the restaurant result, or less if you prefer the dish is less spicy. Add some noodles, then top with a few spoonfuls of the cooked pork and green veggies. Garnish with peanut crumbles and chopped green onion. Sprinkle with a pinch of toasted ground Sichuan peppercorn, if you like the numbing taste. Serve at room temperature. ']","['Serving: 1serving', 'Calories: 636kcal', 'Carbohydrates: 30.5g', 'Protein: 25.6g', 'Fat: 27.8g', 'Cholesterol: 47mg', 'Sodium: 980mg', 'Fiber: 4.6g', 'Sugar: 9.1g']"
sesame-miso-shortbread-sandwich,"['8 oz white chocolate chips (or finely chopped bars)', '3 oz heavy cream', '1/4 cup white miso', '1/3 cup  toasted white sesame seeds', '2 sticks butter , softened', '1/2 cup powdered sugar', '2 cups all-purpose flour', '1/2 teaspoon sea salt (or 1 teaspoon kosher salt)', 'Zest of 1/2 lemon', '1.75-2” round cookie cutter', 'Piping bag', '1/4” round piping tip', 'Rolling pin']","['Place the white chocolate in a medium-sized heat-proof bowl. Heat the heavy cream in the microwave until just below a boil (*Footnote 1). Pour it over the finely chopped white chocolate. Let stand for 1 minute, then whisk until smooth.', 'Whisk in miso until smooth. Cover with plastic wrap and refrigerate for 2 hours or so, stirring occasionally, until the texture firms up and can hold its shape, but still spreadable.', 'Add the white sesame seeds into a small pan and cook over medium heat. Stir frequently and turn to medium low heat when the pan is hot. Cook until the sesame seeds smell very fragrant and the color slightly darkens. Immediately transfer to a bowl to cool.', 'In a stand mixer mixing bowl, add the butter and powdered sugar. Mix with paddle attachment at medium speed until thoroughly combined and slightly lightened in color, 2 minutes or so. Add the completely cooled white sesame seeds and salt and mix again to combine.', 'Add the all-purpose flour on low speed in 2 additions, and mix again until just combined.', 'Place a sheet of parchment paper (half the size of a sheet pan) on a clean working surface. Place the dough in the center, and spread it out evenly with your hands. Place another piece of parchment on top. Roll with a rolling pin into a rectangular sheet that is about 1/4” (6 mm) thick. Transfer the dough (with parchment paper) onto a baking sheet and chill in the fridge until firm, about 1 hour.', 'Preheat the oven to 350ºF (176ºC).', 'When the cookie dough is firm, peel off the top parchment paper and then place it back onto the cookie dough. Flip the cookie dough and place it onto a working surface. Peel off the other piece of parchment. Using a cookie cutter, cut out rounds and place them on a parchment-lined baking sheet. Once you cut all the dough, you can gather the remaining dough, roll it out, chill it, and cut out more cookies.', 'Bake at 350ºF (176ºC) for 12 to 15 minutes until the edges turn light golden.', 'Transfer the baking sheet to a cooling rack to cool completely.', 'To assemble the cookies, transfer the miso cream into a piping bag with 1/4” round tip. Pipe in about 2 teaspoons of filling onto the center of the bottom of a cookie. Place another cookie onto it, bottom side onto the filling. Press gently until the filling spreads out to the edges.', 'Once all the cookies are assembled, store them in the fridge until completely cooled before serving, about 2 hours, up to overnight. (*Footnote 2)']","['Serving: 1serving', 'Calories: 164kcal', 'Carbohydrates: 14.4g', 'Protein: 2.2g', 'Fat: 11.1g', 'Saturated Fat: 6g', 'Cholesterol: 21mg', 'Sodium: 91mg', 'Potassium: 44mg', 'Fiber: 0.5g', 'Sugar: 6.5g', 'Calcium: 54mg', 'Iron: 1mg']"
pork-dumplings,"['1 lb ground pork (at least 20% fat)', '1/2 lb shrimp (about 16 medium-size shrimp)  , peeled and deveined and chopped to small pieces', '1 tablespoon grated ginger', '2 tablespoons light soy sauce (or regular soy sauce)', '2 tablespoons Shaoxing wine (or dry sherry)', '1 teaspoon sea salt', '1/4 teaspoon white pepper', '1 lb napa cabbage', '4 green onions , finely chopped', '2 tablespoons sesame oil', '1 package frozen dumpling wrappers (or homemade steamed dumpling wrappers OR homemade boiled dumpling wrappers)']","['Combine ground pork, shrimp, ginger, light soy sauce, Shaoxing wine, salt, and white pepper in a large bowl. Stir with a spatula until the ingredients are well combined and form a sticky paste. Thorough mixing is essential here, so your dumpling filling will stay together when you wrap dumplings. Cover with a plastic wrapper and allow to marinate in fridge until you’re ready to wrap the dumplings.', 'Cut 6 to 8 pieces napa cabbage leaves (just enough to line the steamer) and keep for later. Cut the rest of the cabbage into small cubes and set aside.', 'Sprinkle 2 pinches of salt onto the cabbage and mix well with your hands. Allow this to sit for 10 to 15 minutes. Use a few layers of cheesecloth or paper towel to squeeze out extra water.', 'Just before wrapping dumplings, add the napa cabbage, green onion, and sesame oil into the pork mixture. Stir to mix well.', 'Work on the dumplings one by one. You can watch this video if you’re using frozen dumpling wrappers. Or watch this video if you’re using homemade dumpling wrappers.', 'Scoop about 1 to 2 tablespoons (depends on the size of dumpling wrapper you use) of dumpling filling and place it in the center of the wrapper. If you’re using pre-made dumpling wrappers, dip your finger into a small bowl of water and wet the outer edge of the dumpling wrapper. Fold both sides into a half-moon shape and pinch the middle points together. Hold the dumpling with one hand and start sealing the edges into pleats with the other hand. Once you have sealed the dumpling, firmly press the pleated side with your fingers to make sure the dumpling is well sealed. If you put in too much filling and have trouble sealing the dumpling, remove extra filling and fold the dumpling again.', 'If you plan to cook the dumplings immediately, place dumplings onto a well-floured cutting board about a finger width apart.', 'If you plan to freeze the dumplings, line a baking sheet with aluminum foil and place dumplings on top.', 'Line the bamboo steamers with napa cabbage leaves. Place dumplings into the steamer a finger width apart. Add two inches of water into a wok or a large pan that can comfortably fit your steamer. Place the steamer into the wok making sure the water doesn’t touch the dumplings when it begins to boil. Cover the steamer and cook over high heat for 10 minutes.', 'You can also check this post for boiled dumplings for this post for cooking potsticker.', 'Serve immediately.', 'Store the wrapped, uncooked dumplings in the freezer for up to 1 month. To freeze properly, seal the baking sheet tight with plastic wrapper and allow the dumplings to freeze completely. To save freezer space, transfer the frozen dumplings into large containers or a gallon bag. Be careful not break them when you stack the dumplings and do not place other things on top of your dumplings bag.', 'To cook the frozen dumplings, steam directly from the freezer without thawing. It takes about 15 to 20 minutes to cook through.']","['Serving: 43g', 'Calories: 63kcal', 'Carbohydrates: 8g', 'Protein: 4.9g', 'Fat: 1.2g', 'Cholesterol: 18mg', 'Sodium: 121mg', 'Potassium: 93mg', 'Vitamin A: 500IU', 'Vitamin C: 6.6mg', 'Calcium: 20mg', 'Iron: 0.7mg']"
